9.496971667087045210e-01,6.949267369076315808e-03,5.876379434200326018e-03,6.595148666815844191e-03,6.785897368224908834e-03,5.702991069319517277e-03,6.523141265049986828e-03,5.712625399488662457e-03,6.157382719120671304e-03
5.360162099985315079e-03,9.505512314914165151e-01,6.494161023808669476e-03,5.315014255230122477e-03,7.043926500765428957e-03,5.822110601132472057e-03,7.016944345113981449e-03,7.062306067428820305e-03,5.334143615118702893e-03
6.652493634703162198e-03,6.175722858750104689e-03,9.493805784943465387e-01,7.103303667392716660e-03,5.706248186683280516e-03,6.159071360716110097e-03,6.271939386131865010e-03,5.782982667478857655e-03,6.767659743797427817e-03
5.578360588456897882e-03,4.870925379379229328e-03,6.850293700755204218e-03,9.522086508745837286e-01,6.111371746975865701e-03,5.874930654473485385e-03,6.470335238008816450e-03,5.830143082772197387e-03,6.204988734594268918e-03
6.293262841995898339e-03,6.178530324431866574e-03,5.861982730169049312e-03,7.542684892568682180e-03,9.498089993598627379e-01,6.281245260038805997e-03,6.660858344903054437e-03,5.761402733403382832e-03,5.611033512625721031e-03
6.505058419448186448e-03,6.390112866099872252e-03,5.788440152110899128e-03,6.720088871309998040e-03,7.095980941525344664e-03,9.489544692453389940e-01,6.068269197076792652e-03,5.950803042668862536e-03,6.526777264422026908e-03
5.718003887053086515e-03,6.153306621775247488e-03,6.370546232829885948e-03,6.193946642953831322e-03,6.811171012771160410e-03,6.827088113275179421e-03,9.483776286775453812e-01,7.072206566126374230e-03,6.476102245669051148e-03
6.000485909215545581e-03,5.101037824161398088e-03,7.243863320646968737e-03,5.508523019477230137e-03,4.887243615624218586e-03,6.953164982253977333e-03,6.509489526978595557e-03,9.518497061416926197e-01,5.946485659948611870e-03
6.436834596469557558e-03,6.713004964526249514e-03,6.459688500439679168e-03,5.777083536088537842e-03,6.612938145888769444e-03,6.146016780005252901e-03,6.229317150874911363e-03,9.488388440006193525e-01,6.786272325087900487e-03
6.537957256775945615e-03,6.106072271709802810e-03,6.429517633548230415e-03,5.491421806542990183e-03,6.823103487681413115e-03,5.445336836088532015e-03,6.518419164306251019e-03,9.509080101791633766e-01,5.740161364184586702e-03
5.939592941698984899e-03,5.853810272066849174e-03,6.230389903472455942e-03,6.167835562247457777e-03,6.893763153922470924e-03,7.189649571590307417e-03,6.996730565252132911e-03,5.562604860376809367e-03,9.491656231693726964e-01
