4.804682975841736425e-01,4.909799268628333158e-01,3.725901138673189030e-03,2.776332698740408261e-03,3.251514532690950865e-03,3.427600419245645843e-03,3.258237411211806125e-03,3.055138028778687110e-03,3.444599225455795104e-03,2.449088344298705304e-03,3.163363753898188000e-03
6.634661335526524997e-03,6.112915943952545485e-03,9.366712019821749058e-01,7.223719370800147505e-03,5.416556934129570892e-03,6.406062898904731594e-03,5.012725481731013580e-03,6.598273884092039146e-03,6.411952290204372962e-03,6.092192859791950924e-03,7.419737018691516250e-03
6.479621733291022166e-03,7.042566071129695120e-03,6.599448054107104160e-03,9.349356280088165772e-01,5.705717354392037324e-03,7.637051972635696545e-03,7.134915471177630253e-03,5.579218947058894353e-03,5.781250878097999625e-03,6.784338913290324444e-03,6.320242596002528801e-03
6.729898108919130442e-03,6.922936237800147823e-03,6.126934515373564684e-03,6.776973606067206342e-03,9.360865169452268209e-01,6.364337342916717016e-03,5.788992093261912698e-03,6.360322739452776639e-03,6.195509705343897090e-03,6.072783602913103124e-03,6.574795102725948873e-03
5.003400303652589913e-03,7.051589508762221188e-03,5.428539273639503004e-03,5.555535572636040482e-03,6.212189862666414771e-03,9.402367752374631849e-01,7.151321836519003786e-03,5.418751092480498383e-03,5.347514421483351085e-03,6.406351563604466282e-03,6.188031327091568327e-03
4.841886264109621432e-03,5.167298464611117664e-03,4.700069622591940104e-03,6.439258419017193126e-03,6.684798677503493887e-03,5.494687113412796350e-03,9.404815890427612457e-01,6.044657851816293004e-03,5.333284336121234780e-03,7.496492984458367689e-03,7.315977223596943461e-03
5.869653183024693341e-03,5.647126434655702631e-03,7.030328705482324220e-03,7.044962777388422831e-03,5.316724216146661436e-03,5.899440557957684114e-03,6.007774639381581981e-03,9.378095225336738894e-01,6.639257039326561076e-03,6.578558860956774598e-03,6.156651052004730347e-03
6.366794789543237486e-03,6.308120130024901830e-03,6.553965943100288974e-03,5.572684213617304025e-03,6.145979001214075046e-03,6.918873051538961330e-03,4.981269243193623200e-03,7.165893667381740585e-03,9.359801325943610806e-01,6.994913550371545385e-03,7.011373815651588369e-03
6.192648727644284486e-03,6.237384895938473915e-03,8.103002276030564499e-03,6.208152418749725635e-03,5.609792600913530471e-03,6.170812740149939080e-03,5.583962380750514924e-03,5.108992867713660173e-03,9.376017532173919200e-01,6.315144112827585782e-03,6.868353761889493120e-03
6.283157859597091575e-03,5.312113723995814073e-03,5.855374402427229556e-03,5.967543201724672189e-03,6.665737286522069663e-03,5.472156077584579108e-03,5.352220820198163274e-03,5.526748502301719913e-03,9.413017924773993128e-01,7.096718339650679233e-03,5.166437308598365898e-03
3.132158522509904605e-03,3.307727352509034872e-03,3.271251617766593282e-03,3.633559641203406958e-03,2.745500680627523202e-03,3.367648160069472429e-03,3.363316048014921775e-03,3.100549036404510236e-03,3.346822943740581941e-03,4.841567476210959509e-01,4.865747183760579242e-01
