6.382085801937185943e-02,5.968228293199569212e-02,1.146460445011017182e-01,5.174058853056490506e-03,5.116430767633523523e-03,1.756450906583656713e-01,2.248287604755925262e-01,3.395556187892878608e-01,5.535081566906941385e-03,5.995773436687004514e-03
5.768740799565260854e-03,1.721802683612488893e-01,1.757949711348479327e-01,5.460454872426427977e-03,5.448339560463936505e-03,5.398621685068839479e-03,3.950627752566888140e-01,2.231232594242140155e-01,5.966186948708008912e-03,5.796381956768029142e-03
5.087223506334488318e-03,1.268934435412815143e-01,1.922116806599126204e-01,5.237921540328324167e-03,7.227589941074608060e-02,6.823173293116900628e-02,2.638392311801671664e-01,2.528104211695128556e-01,6.641000223846066017e-03,6.771445836702119116e-03
3.193680082634742928e-02,3.587186255531553680e-01,3.725479476880203672e-02,3.210627165245096004e-02,2.880213098726669765e-02,3.279289126768977769e-02,3.797645324143055223e-01,3.426231940262076253e-02,3.058077408003697165e-02,3.378085904732465450e-02
9.132490304463015962e-02,4.638322700536349347e-02,1.798322343166519899e-01,4.900832514244849759e-03,4.138737887383652642e-03,1.740193700761721862e-01,3.171107092150946549e-01,1.744859978623264640e-01,3.933123867275471232e-03,3.870864210857419968e-03
1.146681201533083505e-01,1.696954825700041358e-01,2.330002339109102649e-01,6.033114117552342004e-03,6.040819224992646091e-02,1.688314003568483768e-01,1.188040127635232729e-01,1.179581960817863845e-01,5.365096373385267771e-03,5.236151422755761474e-03
5.947363686491956292e-02,6.658523497044094644e-03,3.189354141832203005e-01,5.094957511083091431e-03,5.606895975984065028e-02,1.115593772329746963e-01,2.684048759928599481e-01,1.633374764747184682e-01,5.636585769049876245e-03,4.830192714289339127e-03
9.326008097835767480e-03,1.632920578762867558e-01,1.628318811532994681e-01,7.323162982131093714e-03,6.543319415890290654e-03,8.385383404985283229e-02,1.647378610368970819e-01,3.885802068686739497e-01,6.708227615353788524e-03,6.803440903779018646e-03
1.103341972840489044e-01,1.069871199173343945e-01,2.127770548874466094e-01,1.172881354185756168e-02,9.542050114415622647e-03,3.092566288324403168e-01,1.091924999258015450e-01,1.099555727787955572e-01,9.516686241575230201e-03,1.070937647628444726e-02
1.868787699258666335e-01,4.812854327818253536e-03,1.413524077150307423e-01,4.493532574466507952e-03,4.816298967580804474e-02,9.631498051860219733e-02,1.831884337985758282e-01,3.262685503878278714e-01,4.547159811316911493e-03,3.980321264687419758e-03
