7.228220050624400983e-02,7.341600023844422306e-03,6.105091235892161697e-03,7.134649415629092106e-02,7.251738760323796218e-02,7.477072787695918099e-02,7.415190243770362725e-03,5.995580770101498549e-03,7.068688585345616650e-03,7.305121344548876072e-02,8.497390292134570505e-03,1.409425271606031815e-01,3.297434365424666280e-01,6.559975274898635980e-03,6.783020218688087452e-03,6.792528815335839576e-03,6.985547795094974172e-03,5.920412138882403738e-03,7.575968694562139338e-03,6.092104738631107762e-03,6.737743995964868768e-03,6.947516988556270978e-02
9.437547287350505493e-03,8.115040893484646092e-03,1.121851041542124179e-02,1.033415585978085353e-02,1.061354380019472743e-01,1.115218674576482355e-01,8.823046877056522214e-03,8.643585947434109101e-03,9.864593192148499862e-03,9.389684093736652692e-03,1.092009645613194191e-01,2.023489967792999611e-01,8.618900740546563827e-03,8.778731677999843455e-03,1.042947753747296841e-02,8.986034667016262051e-03,3.080012123797695733e-01,1.020952165545201996e-02,1.106032365495483033e-02,9.242549836800971474e-03,8.770771193625074430e-03,1.086904528973365279e-02
1.196504083721688927e-02,1.008199893094181843e-02,1.249799561735359665e-02,9.463250658886437905e-03,1.212498664429834984e-02,1.187133347463408158e-02,1.188859864527982702e-01,3.405032302944495104e-01,2.243926677478476628e-01,1.161500997570867194e-01,9.335918690929482372e-03,1.210527718525682313e-02,1.125478334541867541e-02,1.194649251087690628e-02,1.200551475430619922e-02,1.263968851835560285e-02,9.912709063505735843e-03,9.780323700251523922e-03,9.898282128964359591e-03,1.264936599133153691e-02,8.969809300127570828e-03,1.156524439516198183e-02
3.050364532281664084e-02,2.856931374266465096e-03,5.913726125354423074e-02,5.868381510652128513e-02,5.677142461181123451e-02,5.770990549301240752e-02,2.984998691901771806e-02,2.709436852027248630e-03,8.518820190004808279e-02,2.995988104724888607e-02,5.801523130305371451e-02,1.136442111892969342e-01,2.810192836640657780e-03,3.897594191231739114e-01,3.106942484105789867e-03,2.694129372717078957e-03,2.835648365242267061e-03,2.811784453082260844e-03,2.346809518612907007e-03,2.738159188760163742e-03,2.736025069248900019e-03,3.130957215751121146e-03
4.935700071198321007e-03,4.467996088578316677e-03,4.716395567755063412e-03,5.172064560965430012e-03,5.311009952488951469e-02,5.016521852819887800e-02,5.031054178055902049e-02,4.533808963599667355e-03,4.997371875298629168e-02,5.058108843246993808e-02,9.780706213433108809e-02,1.963428739974156234e-01,4.274287913356319274e-03,5.670786761015063175e-03,5.221034411899506088e-03,5.364915185498903699e-02,4.940493258525687631e-03,4.172792297500123315e-03,1.442226814845753435e-01,1.966716829005892009e-01,5.113833183270639036e-03,3.946687531332477954e-03
4.553830215975643997e-02,4.986048965742911898e-02,3.951298047145043735e-02,4.199755578577056558e-02,4.502941397266373852e-02,4.187046549201922652e-02,4.671487294106174692e-02,4.221178978451088637e-02,4.378209664841289928e-02,4.967664376110873803e-02,4.267638594930104473e-02,4.713033369819193824e-02,4.938330315248977420e-02,4.362130954246678377e-02,4.803391963836586842e-02,3.856232127216634165e-02,5.121347929230536666e-02,4.456729297625044300e-02,4.533535238246014926e-02,4.803055087174313426e-02,5.140371172909908443e-02,4.384742882097639183e-02
8.840119762399176184e-02,8.722332870398395027e-03,7.102765867907178017e-03,9.957513604900289014e-03,7.884754503247628360e-03,7.982716706503295914e-03,8.818656511443381807e-03,7.688384586693638480e-03,7.536044796605851151e-03,8.664137723163293711e-03,8.379671227694827917e-02,2.575219370244626882e-01,8.842426597671877719e-03,8.775076451481296502e-03,3.363004065737520976e-01,9.302602102958205943e-02,7.215782791926542150e-03,8.483473754753508012e-03,7.324136943504103159e-03,8.853544139868597257e-03,8.685398115574744643e-03,8.416579505619598695e-03
7.119678141697033391e-03,6.081737922126745008e-03,7.669241420370180584e-02,7.141142104213604389e-03,7.855392539718886180e-02,8.026369175189694560e-02,7.763211109444857760e-02,8.325779496261813059e-03,1.446907196226165648e-01,7.924861231588288535e-02,8.194456135099992961e-03,7.593345640225398346e-03,6.868117067475891166e-03,7.545162526347007001e-03,6.967676041038676701e-03,6.359715539521005288e-03,7.507061330155688147e-03,3.546264408304381499e-01,6.699433107914809331e-03,6.830353624990054447e-03,7.221776096874005409e-03,7.836650009885207796e-03
4.826024654574426198e-02,4.070563739372638767e-02,4.405017429514133942e-02,4.321106296193770457e-02,4.810280977196583485e-02,4.655468354828767169e-02,4.257208058726787148e-02,4.415280164991160217e-02,4.617235607628455973e-02,4.170452105215011890e-02,4.930226440174313024e-02,4.093381251090726092e-02,4.620263586463409927e-02,4.199038309511436695e-02,5.054819162773249025e-02,5.283742862834020504e-02,4.698373591074244543e-02,4.732499253873150014e-02,4.225695383570608060e-02,4.331594998877037750e-02,4.598283421330293802e-02,4.683444350185762134e-02
5.018821908537076520e-02,4.140210203291323776e-02,4.179493072652377961e-02,4.223661902661323547e-02,4.771752895516725990e-02,5.116609919957766650e-02,4.265053068955428073e-02,5.406149675168961388e-02,5.163110986083790238e-02,4.557833834003007650e-02,4.399650667235376761e-02,3.989397357380459336e-02,4.079151612720160330e-02,4.592022101840491366e-02,4.962418152306091734e-02,4.417237305048558882e-02,4.503959771492564712e-02,4.924004653356242600e-02,3.892167111267475638e-02,4.563399971873945832e-02,4.446003580814611444e-02,4.387890247836239571e-02
