1.131617249707029746e-02,9.508006226014146037e-03,9.862232287692456953e-03,1.095954895575117563e-02,1.048033215239338109e-02,8.116574581036109515e-03,9.651160861921468867e-03,1.072124663596379576e-02,8.085405420357930639e-01,7.923615745393885676e-03,1.126798391601962525e-02,9.927044514476852932e-03,8.752046014427059678e-03,1.154615196570914389e-02,1.054759666474478982e-02,9.410899885097027268e-03,1.177224631865110387e-02,9.593228868135269052e-03,9.342048229211521657e-03,1.076132164449871212e-02
8.658016247249707836e-03,9.662423805760277790e-03,7.961844056278075121e-03,7.284687887245558935e-01,5.526688980547932867e-03,6.321935277218609060e-03,4.639014614690026642e-03,1.461438791725591935e-01,6.091398172757942972e-03,6.388571433328862383e-03,7.624367363414320288e-03,6.800499387155767295e-03,7.234742437866743467e-03,5.810627777014387360e-03,7.122318592550584866e-03,5.709715910144770069e-03,7.519076118475277737e-03,7.088913319275020122e-03,8.546378345516325928e-03,6.680800263640427825e-03
1.620993744108018692e-02,1.627362707679498241e-02,1.468693638243920817e-02,2.000248062078795880e-02,1.669393046157451391e-02,1.476320724378733795e-02,6.860157100858982337e-01,2.069936047977510851e-02,1.442076753951325452e-02,1.596130385102213084e-02,1.663516921504691257e-02,1.560392740126271584e-02,1.635550038186166580e-02,1.544264482240367137e-02,1.581973355518076843e-02,1.789220373691351174e-02,1.503026439931668887e-02,1.835714541760590304e-02,1.581040257375465954e-02,1.732574731397992090e-02
1.362320234472992088e-02,1.202606846760880498e-02,5.088968536085399785e-01,1.491196868925018758e-02,1.329835486867691347e-02,1.125144444968677847e-02,1.236165933956357398e-02,2.613725125393733251e-01,1.469971740381316970e-02,8.610842931944404088e-03,1.316813666648319545e-02,1.336625526544726016e-02,1.426390133871828329e-02,1.061756931895318362e-02,1.205654321041354712e-02,1.318278757661923636e-02,1.529929327605855476e-02,1.391182103828991073e-02,1.020941306800155456e-02,1.287165459782773150e-02
5.083346128254728757e-02,5.235192308341370809e-02,5.381898457447897161e-02,4.717747334660571390e-02,5.352108502581635202e-02,5.398983691001436186e-02,4.615619054710999591e-02,5.429477318557652393e-02,5.313781087847579965e-02,4.672270344588830282e-02,4.927195772664692830e-02,4.442973765863388741e-02,4.973195704175619597e-02,6.148167355108145882e-02,4.793772256890436317e-02,5.254916998855791582e-02,4.875186276416094977e-02,4.699303540822007824e-02,5.166116918128686730e-02,3.518747183082431007e-02
4.654844570469825193e-02,4.882258052880346366e-02,5.165227799669375869e-02,5.038732854767583036e-02,5.223978403673890103e-02,4.790209459973900075e-02,4.811334065052642189e-02,5.627146150324743162e-02,4.153578940068403808e-02,5.354669279879809007e-02,5.745671752438621244e-02,4.535791223081406254e-02,4.997927878936529039e-02,5.238811791025230202e-02,5.460188629144309413e-02,5.042480635924267984e-02,4.971502165290401370e-02,5.039781962653760300e-02,4.347317180607366410e-02,4.918547204137579260e-02
9.126543784629698175e-01,5.059575999418679942e-03,4.989028674077684682e-03,3.432368357857909415e-03,4.837140805605279724e-03,4.917120432486466429e-03,4.332723677662138340e-03,4.927614217371756311e-03,4.869384740886984614e-03,5.241355982395275864e-03,3.859455222794151534e-03,4.713995879006781763e-03,3.641359283683332729e-03,4.743911464649296431e-03,5.393791502597090892e-03,4.269902857772019979e-03,4.835932771783575668e-03,4.451191558164056816e-03,4.779180731178218726e-03,4.050587377637943076e-03
5.235498818321514536e-01,3.053791172591503733e-02,2.405058573708251241e-02,2.329578524718943847e-02,2.724491620465600145e-02,2.400645515912952846e-02,2.610914009580859313e-02,2.471700219357021722e-02,2.718025125183546123e-02,2.568245342283800858e-02,2.627293865411638174e-02,2.419873398605008538e-02,2.313110747172663142e-02,2.357744697900013633e-02,2.839759140075105021e-02,2.267819553645820246e-02,2.207168863578268594e-02,1.927710759606035204e-02,2.501398208904290210e-02,2.900682478083544541e-02
1.008110060393274665e-02,8.098348557240386825e-01,8.638860771894003518e-03,1.105562375796901621e-02,1.034771998155414527e-02,1.043639140097175379e-02,9.408092097437068674e-03,1.296368847238985739e-02,9.771126476760663704e-03,1.050030658580544674e-02,9.021932942442849324e-03,1.050633095718978699e-02,9.237263451594845617e-03,1.031233986917556161e-02,8.996571559471410254e-03,1.070396421915882981e-02,9.594542741080507031e-03,1.128092722611157180e-02,8.743380943144307693e-03,8.564980217876326171e-03
6.052850191882437267e-03,7.706530651722089988e-03,8.603370268273831112e-01,8.037932977924218403e-03,6.653844088909149045e-03,7.593177117030162036e-03,8.007681640885000451e-03,7.719446304905614245e-03,9.359194246437484502e-03,8.546362274203456871e-03,6.566132916370526901e-03,6.797580172866067930e-03,6.542647000561752427e-03,7.006680568653258535e-03,6.412433422507427851e-03,7.578182173627889991e-03,6.808300536023111083e-03,7.500438859360648511e-03,6.478878720493103094e-03,8.294679308252990088e-03
