1.900539481181743595e-01,1.005222351968266745e-02,9.726294022162905104e-03,1.008817116938793002e-01,9.455336297099067519e-03,8.399823352877712132e-03,9.482628272909774531e-03,1.887734620229544191e-01,7.997006348250141478e-03,1.044381126837625948e-02,9.615358058850684286e-02,9.404581894329042124e-02,7.267720278697278879e-03,9.545116875719034805e-03,1.861588859635152082e-01,7.708853937487451270e-03,8.924909999899836507e-03,7.650091380202918116e-03,9.901471649769622019e-03,8.760643903534572063e-03,9.615990688787393048e-03,9.000670874222715598e-03
4.746895126918912987e-03,5.310047305325962461e-03,6.479209692791750019e-02,6.122420084008849302e-03,6.245533906815625355e-03,5.555675079715311111e-03,6.167616513877597489e-03,6.438097318336813424e-02,6.684443442589049766e-02,6.282953925696781183e-02,6.345339452211716524e-02,2.401511554256507697e-01,5.138619770881716620e-03,5.387747698457610347e-03,4.967119375701799407e-03,6.173983151000416586e-02,5.491101744944092491e-03,5.434686746328459307e-03,6.766491447785650051e-03,5.271319579150476713e-03,5.281362672746119612e-03,2.979219376954256315e-01
1.628172271868581211e-01,1.323799360909364703e-02,1.294552933600246446e-02,1.407859235813917545e-02,1.515005944913113967e-01,1.536379376214461190e-01,1.502506716141967930e-02,1.171785647817264082e-02,1.168381051813737956e-02,1.398063788415641363e-02,1.434623018861791617e-02,1.403712765426968351e-02,2.843299799143552686e-01,1.412096770576519097e-02,1.339465201627220922e-02,1.565070007898983206e-02,1.452480921469725614e-02,1.497155012392457733e-02,1.292971223670726783e-02,1.444060392502887966e-02,1.212265116989404146e-02,1.450576912674067000e-02
9.972493833034584698e-03,1.107832832105095852e-02,2.310513872866387652e-01,1.203293585545373717e-02,1.209524857343734772e-01,1.145838196405124243e-01,1.035596345337945132e-02,1.232025920144425440e-01,9.501790102783874703e-03,1.260466142091072779e-02,1.184888466613048287e-02,1.077616052083455248e-02,1.036487929927579037e-02,1.170355454296477873e-02,1.106088459023151296e-02,9.195620783777303311e-03,2.289291515606041438e-01,1.084867111018244200e-02,7.438163962593334275e-03,1.214219435406749086e-02,1.016373465372191233e-02,1.019164229303584635e-02
3.795251072202542042e-02,4.173606179000100003e-02,4.520856865374290462e-02,5.267373015386694890e-02,4.335416093237216828e-02,4.456093617682248265e-02,4.363832029870866325e-02,4.772420611707647170e-02,3.627860533164372486e-02,4.725235917607133879e-02,4.838147435826683357e-02,4.627376234948795547e-02,5.248781679748307921e-02,4.637141328971181725e-02,4.569865087436689177e-02,5.206156847674818511e-02,4.039947064275576510e-02,4.852572686794296569e-02,4.170427169000866241e-02,4.941117057314718675e-02,4.299885644120894634e-02,4.530635828654055314e-02
4.825927462397739537e-02,4.407345871054706155e-02,4.538101468889139262e-02,4.591677061096170742e-02,5.197485253180607334e-02,5.193901900613569211e-02,5.390962486902824841e-02,4.937702730730707951e-02,4.579887755773735802e-02,4.486607013801105492e-02,4.185814339413530816e-02,3.916693640426232442e-02,4.589028985075906814e-02,4.460408846146893258e-02,4.655900048432683874e-02,4.628063956910402621e-02,3.848624322169577616e-02,4.595298307045503350e-02,4.421659006242872891e-02,4.850221545789796390e-02,3.901806144068452331e-02,3.796881853837832249e-02
3.864136439072225065e-02,3.182076117087874814e-03,7.514270999776287430e-02,3.690203236592843813e-03,4.120770880410927484e-02,4.109530382447591085e-02,4.129864909531349992e-02,3.924102780611775365e-03,1.111848885198140902e-01,3.937533551358221237e-03,4.104406142149789188e-02,1.494350459769041295e-01,3.348275931722866777e-03,3.023800199072816386e-01,7.763374303762290984e-02,4.040747136544951823e-02,3.972770226546029800e-03,3.598295468924468318e-03,3.589651604263423279e-03,4.036047598928728733e-03,3.530642447552227118e-03,3.719434695457676451e-03
1.944465859132206084e-02,2.030416326352080247e-02,2.067799311963353440e-02,1.898909506072273684e-02,2.084251548015762234e-01,2.082551491842629665e-01,1.975886879932908444e-02,1.956267480034012268e-02,1.839829331841292062e-02,2.073192823835987020e-02,1.610173947815162279e-02,1.855932209439100505e-02,2.152845098653705103e-02,2.326933093110150272e-02,1.679023506792669956e-02,1.797569715406295218e-02,2.004593635860391077e-02,2.178847325554380404e-02,1.827951425197255758e-02,2.136808730796857791e-01,1.867454398572912858e-02,1.875790417881377167e-02
9.393140533296264263e-03,8.409388490792412199e-03,9.781657842363017386e-02,9.554449796349963331e-02,9.539791683266038089e-03,1.008911917914102722e-02,9.851089588346133297e-02,8.684131713670417349e-03,1.893431029525214915e-01,9.347965864708585731e-03,9.331365447013668588e-03,8.000354992792902895e-03,9.211441980257186954e-03,8.056440317616118951e-03,3.660320056507418429e-01,8.625303709629288454e-03,8.197287464479931229e-03,1.002949744885684585e-02,8.620298450700860510e-03,9.425455593377355182e-03,8.732069116877119383e-03,9.059867139669865177e-03
7.159727708284622204e-03,6.637436796732200210e-03,6.176714181249060714e-03,1.281071811960002027e-01,6.568493459756472030e-02,6.906712171969442426e-02,6.788450732585787732e-03,6.822595003424436824e-03,5.386300846800320084e-03,6.798471892375250458e-02,6.751769510710421696e-02,1.286429958389113115e-01,6.215702662177962669e-03,3.766918084914537279e-01,6.122128841991348290e-03,5.807612777713435509e-03,5.602920978567773637e-03,6.637466139955856652e-03,7.551152779509290661e-03,6.433842156837690784e-03,7.518952038658729617e-03,5.442540481030164537e-03
