9.441712901875740638e-01,5.469194675986264499e-03,6.013374609009138408e-03,6.939657145640830242e-03,6.724884878621919561e-03,6.380086131679330724e-03,6.255348185867732648e-03,6.452716295733631861e-03,5.092789325985646806e-03,6.500658563901211620e-03
5.883997096489533563e-03,9.422978417977094789e-01,7.542775807188030653e-03,6.642700834681442533e-03,5.624185653000908849e-03,5.764273142600873263e-03,6.846290938751411342e-03,5.835480544794238895e-03,6.575397611949165139e-03,6.987056572834869986e-03
3.621554007026554604e-03,2.954167508031686762e-03,4.870757257611172397e-01,4.868125110879314987e-01,2.627367125175196841e-03,3.224719241758885503e-03,3.383299375194736159e-03,2.981146240586235018e-03,3.614379013291557988e-03,3.705130639885491003e-03
7.275736645963719676e-03,5.675928954366311029e-03,6.873947273383690729e-03,6.511505401334346729e-03,9.418557666834690423e-01,5.621313754369838475e-03,7.113198831866741553e-03,6.150154485051046761e-03,6.531450189862919066e-03,6.390997780332260438e-03
7.270507844689745071e-03,5.434128867924488231e-03,6.007192907451956200e-03,5.924245054481571023e-03,6.540382176793080142e-03,9.442326358190135105e-01,6.331859575075527574e-03,5.958289888599995095e-03,7.060541071544509072e-03,5.240216794424997805e-03
6.667403437111583606e-03,6.373859326314556921e-03,6.483443792659712365e-03,7.387916037665707807e-03,6.510497494173356388e-03,6.537517689413401001e-03,9.416217377887502460e-01,5.480274407027523054e-03,6.299226039755026312e-03,6.638123987129132021e-03
6.736935509043411908e-03,5.912756146513472276e-03,6.506492064435819532e-03,4.651705120778863375e-03,5.984752707094185588e-03,6.089444888039430466e-03,6.300467748652233656e-03,9.462827803903024471e-01,5.965871628710449348e-03,5.568793796428983360e-03
6.387638448640552830e-03,5.256003526338785467e-03,5.748202420585197744e-03,6.349504869208800160e-03,5.344232897821735336e-03,6.680375808977408181e-03,6.444057090990060535e-03,9.469316382329349135e-01,5.768933610479747010e-03,5.089413094023014297e-03
6.202570017156727560e-03,6.658889093124907392e-03,6.249618184600140916e-03,6.449049000633336366e-03,6.214438622076004504e-03,5.710024893178119315e-03,6.505737933369598776e-03,6.560436789319777293e-03,9.429119195333470760e-01,6.537315933195030938e-03
7.180778654572324803e-03,6.115450570674122246e-03,5.806441171682946364e-03,7.343735433063072054e-03,5.975189779994961523e-03,5.728062654286331622e-03,6.130558709559049899e-03,9.418064305012638915e-01,7.064866279062108866e-03,6.848486245840763528e-03
3.258796273403702891e-03,4.183506233264587364e-03,3.587701677955630435e-03,4.879898136501945594e-01,3.293994313353561156e-03,3.746013902957852013e-03,3.158409812984326603e-03,3.366509632593445676e-03,2.929730700314707014e-03,4.844855238029773803e-01
