1.48,-2.36
1.48,-2.59
1.54,-2.96
1.68,-3.31
1.75,-3.51
1.81,-3.96
1.97,-4.03
2.08,-4.04
2.06,-3.58
2.05,-3.12
2.25,0.36
2.14,0.22
2.11,0.03
1.98,-0.18
1.89,-0.25
1.68,-0.32
1.58,-0.7
1.69,-0.92
1.76,-1.18
1.88,-1.21
0.3,-2.2
0.33,-2.62
0.27,-3.36
0.31,-3.68
0.21,-3.9
-0.01,-3.93
-0.32,-3.98
-0.51,-3.78
-0.69,-3.92
-0.97,-3.82
4.76,3.52
4.81,3.68
4.85,3.85
4.78,3.98
4.5,3.99
4.56,3.64
4.44,3.43
4.26,3.26
3.81,3.33
3.9,3.62
1.63,1.18
1.48,1.16
1.24,1.17
1.25,1.25
1.27,1.46
1.49,1.33
1.74,1.4
1.75,1.59
1.67,1.66
1.47,1.59
3.64,1.59
3.53,2.07
3.67,2.22
4.18,2.14
4.19,1.84
4.19,1.61
4.22,1.5
4.54,1.5
4.75,1.44
4.75,1.73
