1.49,-3
1.71,-3.14
1.99,-2.99
2.04,-2.64
2.03,-2.47
2.02,-2.31
1.71,-2.42
1.5,-2.77
1.56,-3.08
1.91,-2.52
0.92,-1.39
0.9,-1.72
1.01,-1.92
1.03,-2.24
1,-2.58
0.79,-2.69
0.81,-2.96
0.71,-3
0.66,-3.15
0.37,-3.2
0.37,-6.75
0.24,-6.23
0.13,-6.04
0.26,-5.93
0.46,-5.39
0.09,-5.31
-0.36,-5.32
-0.84,-5.3
-1.24,-5.33
-1.63,-5.58
3.12,0.86
3.39,0.89
3.65,0.87
3.85,0.89
4.17,0.86
4.35,0.81
4.5,0.85
4.42,1
4.63,0.55
4.61,0.28
0.68,0.71
0.65,0.89
0.65,0.9
0.64,0.45
0.47,0.58
0.52,0.75
0.44,0.85
0.37,0.75
0.37,0.66
0.45,0.5
1.82,2.4
2.3,2.48
2.63,2.43
2.99,2.36
3.7,2.29
3.46,3.01
3.61,3.33
3.52,3.74
3.29,3.33
3.09,3.34
