9.378458676163381469e-01,6.516635316556897671e-03,5.979758032579365369e-03,6.488195543203603179e-03,5.453460403070302213e-03,6.149968138356825577e-03,6.579521998057621425e-03,6.378093066974035302e-03,5.883181189111878415e-03,6.136762728714575260e-03,6.588555967036282060e-03
6.364270074029958375e-03,9.404365777688592498e-01,4.932084737334615880e-03,6.009167071769057865e-03,5.726402855797512945e-03,6.541683250361201782e-03,6.260282531325189401e-03,6.638376794368314703e-03,5.931235478998676640e-03,5.677823598710381864e-03,5.482095838445689810e-03
6.964869026404012925e-03,5.628495366135340648e-03,9.371520482701503063e-01,6.887112747263439416e-03,6.526488808024128070e-03,6.408799758204831130e-03,5.993351210886574756e-03,6.340377674156742055e-03,6.004954433787187441e-03,5.910170906928145611e-03,6.183331798059531897e-03
5.550279074559473155e-03,5.912501628645161662e-03,6.429118533129324700e-03,9.384916260814589739e-01,7.494493747009734960e-03,6.192134115872374375e-03,5.216201931696163967e-03,6.036131425983892393e-03,5.825433896183864618e-03,7.097573039777605938e-03,5.754506525683120675e-03
6.108346515389726297e-03,6.458571530384844307e-03,5.926101396252583288e-03,5.224179066485977116e-03,9.416300684252275621e-01,5.197263438076957232e-03,6.860921897772786528e-03,5.539288635440415415e-03,6.179397235474608230e-03,5.422870462162695908e-03,5.452991397331127983e-03
6.027997490920505852e-03,6.849255281643970572e-03,6.619534650550680868e-03,6.156620162180998466e-03,6.226682801633402764e-03,9.335390760049203651e-01,7.310978469227199725e-03,6.141751384135679843e-03,8.182135382501247792e-03,6.768026971972112074e-03,6.177941400313633966e-03
6.093819975862824027e-03,6.226167646191246678e-03,7.013174361917083599e-03,5.910331457466288380e-03,6.999465514917046355e-03,6.439684883417564135e-03,9.386490312000158598e-01,6.012797103535683779e-03,5.588188554912794544e-03,6.047855671400662048e-03,5.019483630364566899e-03
5.888485084591239989e-03,6.737921063625446072e-03,5.664547041402448989e-03,6.609875237762927701e-03,6.713525098860841089e-03,5.325823870397100243e-03,6.383568089441235723e-03,9.375029307221803831e-01,6.208768388667892067e-03,6.630123552456633311e-03,6.334431850613666919e-03
6.630911532537996089e-03,6.291784260479467775e-03,5.117323873300668770e-03,6.279687866457600055e-03,5.807939003797717159e-03,6.084202212634723557e-03,6.807791515698816652e-03,5.966101314554581730e-03,9.383123106208803854e-01,6.663842124051133631e-03,6.038105675605844914e-03
7.226875822560317394e-03,5.927260813384321002e-03,5.946359229416674046e-03,6.138744437804699410e-03,6.402495916063477045e-03,6.565330179254502165e-03,5.654423626759861460e-03,6.598418672516110500e-03,6.545870195886285131e-03,9.366617756067523448e-01,6.332445499602074902e-03
6.642195810647274178e-03,6.223680881281286326e-03,5.519600888670594084e-03,6.753115665149930433e-03,5.254322925123500014e-03,6.065471911240264899e-03,6.504305721254984712e-03,6.586372658473792045e-03,5.600633072814972628e-03,6.016342950924599524e-03,9.388339575144190041e-01
