9.481398748199150184e-01,7.212887367606946043e-03,6.635726147816297174e-03,6.196689664092594300e-03,6.929001219653754991e-03,5.096228340145638608e-03,6.321540755788887696e-03,7.649723365634275227e-03,5.818328319346460949e-03
5.690606619090586051e-03,9.504534244830343814e-01,5.824601826969939139e-03,6.578448981311216075e-03,5.935183282415720275e-03,7.077103822031010488e-03,6.633635879177116230e-03,5.912691843196564087e-03,5.894303262773033410e-03
6.687394011391473853e-03,5.993124301165218479e-03,9.472144419936594506e-01,5.709559488507476126e-03,7.076444476952993036e-03,6.455007021317816888e-03,6.223598078216017321e-03,7.610539182273817933e-03,7.029891446515100853e-03
5.645586902295916115e-03,9.493943333069959634e-01,6.718110905684435662e-03,6.338343635468459726e-03,6.950478803077368012e-03,6.661609529322235108e-03,6.241420881091445591e-03,5.793350392324190558e-03,6.256765643740151532e-03
5.615226652449672486e-03,6.356680844885864365e-03,5.675302068593405386e-03,9.504452351374852448e-01,6.220978929853939778e-03,5.893874390850719312e-03,7.503043243000152157e-03,6.155220174886505760e-03,6.134438557993272118e-03
6.696793434927673233e-03,6.781546657955982507e-03,5.214384013685977558e-03,6.098758964411253244e-03,9.514554806119409625e-01,5.413461961871333071e-03,5.639759184785459768e-03,6.484053747049373789e-03,6.215761423371172524e-03
6.497427657196868170e-03,6.562690550408721568e-03,5.779979983215426803e-03,6.362910462954315775e-03,5.851754042119393720e-03,9.504094265091723726e-01,5.978927765171795049e-03,6.080366270831173703e-03,6.476516758929362801e-03
5.780527614111318803e-03,6.143403973136735662e-03,6.606998290070342957e-03,6.507676888612480039e-03,6.699159208245193328e-03,6.050942356261249794e-03,9.518654381733189229e-01,5.399928542018549854e-03,4.945924954227805259e-03
5.803272651109086730e-03,6.100055206685958339e-03,6.695284098449814404e-03,6.926280289759600799e-03,5.940507450291205617e-03,7.356917908629675984e-03,5.682594094474821209e-03,9.484909702487395178e-01,7.004118051860236741e-03
5.953069012286647463e-03,9.480442661413042149e-01,5.700019071413650780e-03,7.087671558507742040e-03,6.129908178929297478e-03,6.836896937232847180e-03,6.559597934609020728e-03,6.752856325313742747e-03,6.935714840402638914e-03
5.076343205951097844e-03,5.778952938133423770e-03,5.935047975788918136e-03,5.575058041419295868e-03,6.987165681613191279e-03,7.185770455732079856e-03,5.957240750036292554e-03,7.003242854970713818e-03,9.505011780963543710e-01
